pid	sen_a	sen_b	label
5784	10-year-old boy.  What behavioral interventions are available and useful in treating this child who is currently skipping school, oppositional, with history of attention deficit disorder, fetal alcohol syndrome, oppositional defiant disorder, because whatever they're doing now is not working?	What behavioral interventions are available for oppositional defiant disorder?	true
5785	10-year-old boy.  What behavioral interventions are available and useful in treating this child who is currently skipping school, oppositional, with history of attention deficit disorder, fetal alcohol syndrome, oppositional defiant disorder, because whatever they're doing now is not working?	How should I workup this baby with a single umbilical artery?	false
5786	How do I approach treatment of stools with frank white/pink gastrointestinal mucosal sloughing with a lack of blood in a former gastroschisis patient?	What is the treatment for mucosal sloughing in the stools of a former gastroschisis patient?	true
5787	How do I approach treatment of stools with frank white/pink gastrointestinal mucosal sloughing with a lack of blood in a former gastroschisis patient?	Is there a better way to introduce the subject of sexually transmitted disease?	false
5788	13-year-old girl with menorrhagia.  She has a relative with von Willebrands and the mother asked me if this could be the cause of her menorrhagia.  I said it could but the question was, "How exactly do I figure it out?"	How is Von Willebrand's disease diagnosed?	true
5789	13-year-old girl with menorrhagia.  She has a relative with von Willebrands and the mother asked me if this could be the cause of her menorrhagia.  I said it could but the question was, "How exactly do I figure it out?"	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	false
5790	6-month-old with prolonged diarrhea.  We got stool cultures today.  The question is, What do I start her on while I wait for the culture?	What antibiotic is indicated for this 6-month-old with diarrhea?	true
5791	6-month-old with prolonged diarrhea.  We got stool cultures today.  The question is, What do I start her on while I wait for the culture?	Could Procardia or Mevacor cause tinnitus?	false
5792	3-year-old girl losing her hair and becoming mean, biting behavior.  "Is there a specific reason for this?  I'm not sure exactly what's causing this."	Why is this 3-year-old girl losing her hair?	true
5793	3-year-old girl losing her hair and becoming mean, biting behavior.  "Is there a specific reason for this?  I'm not sure exactly what's causing this."	50-year-old man with Paget's disease.  Should I treat medically?	false
5794	2-year-old boy with fever and back pain.  What is the normal range for the white blood count in a 26-month-old?	What is the normal white count in a 26-month-old?	true
5795	2-year-old boy with fever and back pain.  What is the normal range for the white blood count in a 26-month-old?	I wonder if this patient could have a rotator cuff thing?	false
5796	14-year-old girl with rectal itching.  Would like to check for pinworms, but to order that test, I need to know the name of it.  I need to know what the test is called.	What is the name of the test to check for pinworms?	true
5797	14-year-old girl with rectal itching.  Would like to check for pinworms, but to order that test, I need to know the name of it.  I need to know what the test is called.	What is the dose of Neurontin?	false
5798	1-year-old boy got chickenpox vaccine a couple of weeks ago and now has a red reaction at the site with red bumps.  So whether that was a reaction to the vaccine or what, I didn't know.	What is causing this local reaction to the chickenpox vaccine?	true
5799	1-year-old boy got chickenpox vaccine a couple of weeks ago and now has a red reaction at the site with red bumps.  So whether that was a reaction to the vaccine or what, I didn't know.	How should I treat polymenorrhea in a 14-year-old girl?	false
5800	Last night I saw a 1-year-old with Turner's syndrome, has puffy feet.  Mother asked me how long before the puffiness in feet goes away.	In this infant with Turner's syndrome, when will the puffiness in the feet resolve?	true
5801	Last night I saw a 1-year-old with Turner's syndrome, has puffy feet.  Mother asked me how long before the puffiness in feet goes away.	How should you adjust the birth control pill if someone has spotting on it?	false
5802	4-year-old girl with an ear infection last week, treated with Augmentin.  Doctor X saw her yesterday and noted marked tenderness of the mastoid.  He (study physician) started looking in the index of a reference and I (investigator) asked him what the question was.  He said, "What imaging study would be indicated?"	What imaging is indicated for this 4-year-old with suspected mastoiditis?	true
5803	4-year-old girl with an ear infection last week, treated with Augmentin.  Doctor X saw her yesterday and noted marked tenderness of the mastoid.  He (study physician) started looking in the index of a reference and I (investigator) asked him what the question was.  He said, "What imaging study would be indicated?"	Could Procardia or Mevacor cause tinnitus?	false
5804	Last week I saw a 2-week-old boy, whose sister has vesicoureteral reflux.  Mother asked, "Does he need to be checked for reflux?"	Should this 2-week-old whose sister has vesicoureteral reflux be checked for it?	true
5805	Last week I saw a 2-week-old boy, whose sister has vesicoureteral reflux.  Mother asked, "Does he need to be checked for reflux?"	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
5806	Two-year-old girl going on a trip to Brazil with her mother.  Mother said, "Does she really need the hepatitis A vaccine?"  The question for me was, how important is it really.	Should this 2-year-old who is going to Brazil receive hepatitis A vaccine?	true
5807	Two-year-old girl going on a trip to Brazil with her mother.  Mother said, "Does she really need the hepatitis A vaccine?"  The question for me was, how important is it really.	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	false
5808	40-year-old woman with Type 1 diabetes and depression.  I (investigator) saw her (physician) looking in a reference.  "I'm just thinking of this person with horrible depression -- what I could add in."	What could I add to Effexor in this depressed patient who still obsesses about dying?	true
5809	40-year-old woman with Type 1 diabetes and depression.  I (investigator) saw her (physician) looking in a reference.  "I'm just thinking of this person with horrible depression -- what I could add in."	In this patient with transient ischemic attacks and no murmur, should I do an echocardiogram anyway?	false
5810	What is the equivalent dose of Synthroid for someone on Armour Thyroid 180 milligrams per day?	What dose of Synthroid is equivalent to Armour Thyroid 180 milligrams?	true
5811	What is the equivalent dose of Synthroid for someone on Armour Thyroid 180 milligrams per day?	How do you use Redux?  What are the indications?	false
5812	Do you know if Armour Thyroid suppresses the thyroid stimulating hormone but leaves the free thyroxine normal?	Does Armour thyroid supress the thyroid stimulating hormone?	true
